448.802698 	 0.034046 
426.378375 	 0.085115 
403.954052 	 0.034046 
381.529729 	 0.272367 
359.105406 	 0.442597 
336.681083 	 0.731987 
314.256760 	 2.025730 
291.832437 	 3.268405 
269.408114 	 6.468718 
246.983791 	 8.017806 
224.559468 	 13.175758 
202.135145 	 16.222865 
179.710822 	 20.785013 
157.286499 	 24.121510 
134.862176 	 25.687621 
112.437853 	 20.904174 
90.013530 	 12.426748 
67.589207 	 6.877269 
45.164884 	 4.647263 
22.740561 	 3.098176 
0.316239 	 3.013061 
-22.108084 	 4.834516 
-44.532407 	 6.775131 
-66.956730 	 13.465148 
-89.381053 	 20.955243 
-111.805376 	 23.695937 
-134.229699 	 22.878835 
-156.654022 	 20.563715 
-179.078345 	 16.171796 
-201.502668 	 12.222473 
-223.926991 	 8.817884 
-246.351314 	 5.855892 
-268.775637 	 3.659933 
-291.199960 	 2.383212 
-313.624283 	 0.953285 
-336.048606 	 0.544734 
-358.472929 	 0.204275 
-380.897252 	 0.102138 
-403.321575 	 0.051069 
-425.745898 	 0.034046 
